date,cusip,purchase_price,face_value,maturity_date,days_to_maturity,tau_remaining,current_yield,purchase_yield_pct,rate_change_bps,implied_price,unrealised_pnl,modified_duration,dv01,year,month_number,month_short,period_label
2011-09-27,912797UE5,96.439575,100.0,2027-04-17,5681,15.553730321697467,0.009841977141744038,3.6253539569941333,-264.11562428197294,85.8061538995693,-10.63342110043071,15.553730321697467,0.13346057776959705,2011,9,Sep,2011-09
2011-09-28,912797UE5,96.439575,100.0,2027-04-17,5680,15.550992470910336,0.009995559815119438,3.6253539569941333,-262.57979754821895,85.60376882951284,-10.83580617048716,15.550992470910336,0.1331223564549303,2011,9,Sep,2011-09
2011-09-29,912797UE5,96.439575,100.0,2027-04-17,5679,15.548254620123203,0.009824622562328076,3.6253539569941333,-264.2891700761325,85.83393600619313,-10.605638993806878,15.548254620123203,0.13345678920716517,2011,9,Sep,2011-09
2011-09-30,912797UE5,96.439575,100.0,2027-04-17,5678,15.545516769336071,0.009491849707443519,3.6253539569941333,-267.61689862497815,86.28143706300736,-10.158137936992645,15.545516769336071,0.1341289526745396,2011,9,Sep,2011-09
2011-10-03,912797UE5,96.439575,100.0,2027-04-17,5675,15.537303216974674,0.008897514427016879,3.6253539569941333,-273.56025142924454,87.08867099527066,-9.350904004729344,15.537303216974674,0.1353123088016868,2011,10,Oct,2011-10
2011-10-04,912797UE5,96.439575,100.0,2027-04-17,5674,15.534565366187543,0.008951961037603984,3.6253539569941333,-273.01578532337345,87.01716187169541,-9.422413128304598,15.534565366187543,0.13517737890759748,2011,10,Oct,2011-10
2011-10-05,912797UE5,96.439575,100.0,2027-04-17,5673,15.53182751540041,0.00936382616056808,3.6253539569941333,-268.8971340937325,86.4644073190482,-9.975167680951799,15.53182751540041,0.13429502607007815,2011,10,Oct,2011-10
2011-10-06,912797UE5,96.439575,100.0,2027-04-17,5672,15.529089664613279,0.009789079250293846,3.6253539569941333,-264.64460319647486,85.89749756209403,-10.542077437905974,15.529089664613279,0.13339099416076589,2011,10,Oct,2011-10
2011-10-07,912797UE5,96.439575,100.0,2027-04-17,5671,15.526351813826146,0.010214800051488422,3.6253539569941333,-260.3873951845291,85.33388380929253,-11.105691190707475,15.526351813826146,0.1324923901663239,2011,10,Oct,2011-10
2011-10-11,912797UE5,96.439575,100.0,2027-04-17,5667,15.515400410677618,0.010662211185534589,3.6253539569941333,-255.91328384406742,84.75304799709278,-11.686527002907226,15.515400410677618,0.13149774757002733,2011,10,Oct,2011-10
2011-10-12,912797UE5,96.439575,100.0,2027-04-17,5666,15.512662559890487,0.010868871788480837,3.6253539569941333,-253.84667781460493,84.4842431626025,-11.955331837397509,15.512662559890487,0.13105755558091875,2011,10,Oct,2011-10
2011-10-13,912797UE5,96.439575,100.0,2027-04-17,5665,15.509924709103354,0.010630542856406165,3.6253539569941333,-256.22996713535167,84.79963738499183,-11.63993761500818,15.509924709103354,0.13152359912004893,2011,10,Oct,2011-10
2011-10-14,912797UE5,96.439575,100.0,2027-04-17,5664,15.507186858316222,0.01085924023054506,3.6253539569941333,-253.9429933939627,84.50189148865167,-11.93768351134834,15.507186858316222,0.13103866211956827,2011,10,Oct,2011-10
2011-10-17,912797UE5,96.439575,100.0,2027-04-17,5661,15.498973305954825,0.010550624417266112,3.6253539569941333,-257.0291515267522,84.91462498451445,-11.524950015485558,15.498973305954825,0.1316089505920154,2011,10,Oct,2011-10
2011-10-18,912797UE5,96.439575,100.0,2027-04-17,5660,15.496235455167694,0.010606647509507332,3.6253539569941333,-256.46892060434,84.84338934886203,-11.596185651137972,15.496235455167694,0.1314753138164433,2011,10,Oct,2011-10
2011-10-19,912797UE5,96.439575,100.0,2027-04-17,5659,15.493497604380561,0.01050687926512931,3.6253539569941333,-257.4666030481202,84.97710584953086,-11.462469150469147,15.493497604380561,0.13165925859069,2011,10,Oct,2011-10
2011-10-20,912797UE5,96.439575,100.0,2027-04-17,5658,15.490759753593428,0.010608279122311265,3.6253539569941333,-256.4526044763007,84.84617258980323,-11.593402410196774,15.490759753593428,0.1314331675600566,2011,10,Oct,2011-10
2011-10-21,912797UE5,96.439575,100.0,2027-04-17,5657,15.488021902806297,0.010774714259831024,3.6253539569941333,-254.7882531011031,84.63019988388375,-11.809375116116257,15.488021902806297,0.13107543894404663,2011,10,Oct,2011-10
2011-10-24,912797UE5,96.439575,100.0,2027-04-17,5654,15.4798083504449,0.010885816956425452,3.6253539569941333,-253.6772261351588,84.4922509787559,-11.9473240212441,15.4798083504449,0.1307923852248832,2011,10,Oct,2011-10
2011-10-25,912797UE5,96.439575,100.0,2027-04-17,5653,15.477070499657769,0.010267882571548982,3.6253539569941333,-259.8565699839235,85.30673803193928,-11.13283696806073,15.477070499657769,0.1320298398616161,2011,10,Oct,2011-10
2011-10-26,912797UE5,96.439575,100.0,2027-04-17,5652,15.474332648870636,0.010760221720178107,3.6253539569941333,-254.93317849763227,84.66166787105998,-11.77790712894003,15.474332648870636,0.13100828112449855,2011,10,Oct,2011-10
2011-10-27,912797UE5,96.439575,100.0,2027-04-17,5651,15.471594798083505,0.011685757791762265,3.6253539569941333,-245.67781778179068,83.46045079888931,-12.979124201110693,15.471594798083505,0.12912662764258004,2011,10,Oct,2011-10
2011-10-28,912797UE5,96.439575,100.0,2027-04-17,5650,15.468856947296372,0.01121057888970448,3.6253539569941333,-250.42960680236848,84.07887487235716,-12.360700127642843,15.468856947296372,0.13006040876901245,2011,10,Oct,2011-10
2011-10-31,912797UE5,96.439575,100.0,2027-04-17,5647,15.460643394934976,0.010294488220343711,3.6253539569941333,-259.5905134959762,85.28603925413307,-11.153535745866932,15.460643394934976,0.13185770394745777,2011,10,Oct,2011-10
2011-11-01,912797UE5,96.439575,100.0,2027-04-17,5646,15.457905544147843,0.00959945219852821,3.6253539569941333,-266.54087371413124,86.20970519729207,-10.229869802707938,15.457905544147843,0.1332621479928572,2011,11,Nov,2011-11
2011-11-02,912797UE5,96.439575,100.0,2027-04-17,5645,15.455167693360712,0.009612273613200635,3.6253539569941333,-266.412659567407,86.19488915628942,-10.244685843710585,15.455167693360712,0.1332156466221092,2011,11,Nov,2011-11
2011-11-03,912797UE5,96.439575,100.0,2027-04-17,5644,15.45242984257358,0.009886110479355456,3.6253539569941333,-263.67429090585875,85.83318964452575,-10.60638535547426,15.45242984257358,0.1326331341146347,2011,11,Nov,2011-11
2011-11-04,912797UE5,96.439575,100.0,2027-04-17,5643,15.449691991786448,0.00972702269648018,3.6253539569941333,-265.2651687346115,86.0467438154047,-10.392831184595309,15.449691991786448,0.1329395688844158,2011,11,Nov,2011-11
2011-11-07,912797UE5,96.439575,100.0,2027-04-17,5640,15.441478439425051,0.009656499912945649,3.6253539569941333,-265.97039656995685,86.1473800295069,-10.2921949704931,15.441478439425051,0.13302429113385872,2011,11,Nov,2011-11
2011-11-08,912797UE5,96.439575,100.0,2027-04-17,5639,15.43874058863792,0.009946903085761403,3.6253539569941333,-263.06636484179927,85.76427372146213,-10.675301278537873,15.43874058863792,0.132409237375859,2011,11,Nov,2011-11
2011-11-09,912797UE5,96.439575,100.0,2027-04-17,5638,15.436002737850787,0.009529493537375665,3.6253539569941333,-267.24046032565667,86.32099930695561,-10.118575693044392,15.436002737850787,0.13324511816361828,2011,11,Nov,2011-11
2011-11-10,912797UE5,96.439575,100.0,2027-04-17,5637,15.433264887063656,0.009763696617714373,3.6253539569941333,-264.89842952226957,86.01179773500658,-10.427777264993424,15.433264887063656,0.13274428578568984,2011,11,Nov,2011-11
2011-11-14,912797UE5,96.439575,100.0,2027-04-17,5633,15.422313483915127,0.00973845736418839,3.6253539569941333,-265.1508220575294,86.05448512981899,-10.38508987018102,15.422313483915127,0.13271592463689813,2011,11,Nov,2011-11
2011-11-15,912797UE5,96.439575,100.0,2027-04-17,5632,15.419575633127995,0.009881051749850855,3.6253539569941333,-263.72487820090475,85.8677705442296,-10.571804455770405,15.419575633127995,0.13240445823548286,2011,11,Nov,2011-11
2011-11-16,912797UE5,96.439575,100.0,2027-04-17,5631,15.416837782340862,0.009660230196109485,3.6253539569941333,-265.93309373831846,86.16292529077721,-10.276649709222795,15.416837782340862,0.13283598420598672,2011,11,Nov,2011-11
2011-11-17,912797UE5,96.439575,100.0,2027-04-17,5630,15.41409993155373,0.009455285001484268,3.6253539569941333,-267.98254568457065,86.43783439871615,-10.001740601283856,15.41409993155373,0.13323614172889034,2011,11,Nov,2011-11
2011-11-18,912797UE5,96.439575,100.0,2027-04-17,5629,15.411362080766597,0.009710625678487133,3.6253539569941333,-265.42913891454197,86.10058601516431,-10.338988984835694,15.411362080766597,0.1326927306445886,2011,11,Nov,2011-11
2011-11-21,912797UE5,96.439575,100.0,2027-04-17,5626,15.403148528405202,0.0095419075783776,3.6253539569941333,-267.11631991563735,86.33151977244616,-10.108055227553848,15.403148528405202,0.13297772217379386,2011,11,Nov,2011-11
2011-11-22,912797UE5,96.439575,100.0,2027-04-17,5625,15.40041067761807,0.009379848397721192,3.6253539569941333,-268.7369117222014,86.54951419164091,-9.890060808359095,15.40041067761807,0.13328980624996034,2011,11,Nov,2011-11
2011-11-23,912797UE5,96.439575,100.0,2027-04-17,5624,15.397672826830938,0.009135479176349342,3.6253539569941333,-271.1806039359199,86.87802005591972,-9.561554944080285,15.397672826830938,0.13377193286639083,2011,11,Nov,2011-11
2011-11-25,912797UE5,96.439575,100.0,2027-04-17,5622,15.392197125256674,0.00954072081461042,3.6253539569941333,-267.1281875533091,86.34211884113301,-10.09745615886699,15.392197125256674,0.13289949134150578,2011,11,Nov,2011-11
2011-11-28,912797UE5,96.439575,100.0,2027-04-17,5619,15.383983572895277,0.009506955162926545,3.6253539569941333,-267.46584407014785,86.39375075187161,-10.045824248128397,15.383983572895277,0.13290800423676016,2011,11,Nov,2011-11
2011-11-29,912797UE5,96.439575,100.0,2027-04-17,5618,15.381245722108146,0.009636254088363343,3.6253539569941333,-266.1728548157799,86.2243477268457,-10.215227273154298,15.381245722108146,0.13262378796151109,2011,11,Nov,2011-11
2011-11-30,912797UE5,96.439575,100.0,2027-04-17,5617,15.378507871321013,0.009940003139727602,3.6253539569941333,-263.1353643021373,85.82477944025338,-10.614795559746625,15.378507871321013,0.13198570461763265,2011,11,Nov,2011-11
2011-12-01,912797UE5,96.439575,100.0,2027-04-17,5616,15.375770020533881,0.010102131738176272,3.6253539569941333,-261.5140783176506,85.6134272860578,-10.826147713942206,15.375770020533881,0.1316372368620125,2011,12,Dec,2011-12
2011-12-02,912797UE5,96.439575,100.0,2027-04-17,5615,15.373032169746748,0.009779799160444332,3.6253539569941333,-264.73740409497003,86.04109396093328,-10.398481039066723,15.373032169746748,0.13227125053816302,2011,12,Dec,2011-12
2011-12-05,912797UE5,96.439575,100.0,2027-04-17,5612,15.364818617385353,0.009755024827939923,3.6253539569941333,-264.9851474200141,86.08076632933967,-10.358808670660338,15.364818617385353,0.13226153610958363,2011,12,Dec,2011-12
2011-12-06,912797UE5,96.439575,100.0,2027-04-17,5611,15.36208076659822,0.009879253885205028,3.6253539569941333,-263.74285684736304,85.91893967893107,-10.520635321068937,15.36208076659822,0.13198936907282197,2011,12,Dec,2011-12
2011-12-07,912797UE5,96.439575,100.0,2027-04-17,5610,15.359342915811089,0.009646873778767284,3.6253539569941333,-266.0666579117405,86.2284822437925,-10.211092756207506,15.359342915811089,0.13244128278923364,2011,12,Dec,2011-12
2011-12-08,912797UE5,96.439575,100.0,2027-04-17,5609,15.356605065023956,0.009409668709767484,3.6253539569941333,-268.4387086017385,86.54544224098385,-9.89413275901616,15.356605065023956,0.13290441766726308,2011,12,Dec,2011-12
2011-12-09,912797UE5,96.439575,100.0,2027-04-17,5608,15.353867214236825,0.009786639081474747,3.6253539569941333,-264.66900488466587,86.04818491485644,-10.39139008514357,15.353867214236825,0.13211724052088022,2011,12,Dec,2011-12
2011-12-12,912797UE5,96.439575,100.0,2027-04-17,5605,15.345653661875428,0.009631483585441136,3.6253539569941333,-266.22055984500196,86.26024009781352,-10.179334902186483,15.345653661875428,0.13237197693312658,2011,12,Dec,2011-12
2011-12-13,912797UE5,96.439575,100.0,2027-04-17,5604,15.342915811088295,0.009361912393117669,3.6253539569941333,-268.9162717682366,86.62003607924902,-9.819538920750986,15.342915811088295,0.13290039211173482,2011,12,Dec,2011-12
2011-12-14,912797UE5,96.439575,100.0,2027-04-17,5603,15.340177960301164,0.009207559842617206,3.6253539569941333,-270.45979727324124,86.82760312129425,-9.61197187870576,15.340177960301164,0.13319508837470548,2011,12,Dec,2011-12
2011-12-15,912797UE5,96.439575,100.0,2027-04-17,5602,15.33744010951403,0.009230862715042823,3.6253539569941333,-270.2267685489851,86.79876400029445,-9.64081099970555,15.33744010951403,0.13312708444343588,2011,12,Dec,2011-12
