h21_q10,h21_q50,h21_q74,h63_q10,h63_q50,h63_q74,h126_q10,h126_q50,h126_q74,h252_q10,h252_q50,h252_q74,q10,q50,q74,coverage_q10,mae_q10,coverage_q50,mae_q50,coverage_q74,mae_q74,avg_interval_width,pct_actual_in_band
2.8031245658197914,3.1106126215587926,3.2503868487215355,2.2528034555067062,2.9455305583410607,3.283520693845616,2.7573935179664346,3.100827181211863,3.398781801213345,2.4917896770508574,3.0539727097105636,3.3400986466988094,2.4917896770508574,3.0539727097105636,3.3400986466988094,0.0,0.968860746391516,0.6679920477137177,0.5586497564631795,0.7693836978131213,0.8159126434216717,1.557166721340344,0.7693836978131213
